places,address,link,user,star,creat_date,comment,data_llm,scraped_date
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",pha le huynh,4.0,2025-02-25,"The shop is also very easy to find, in general it is very spacious and has many miniatures that are very good for taking pictures, and there are miniatures that will change according to holidays... there are sheep, goats, and rabbits that are very easy to find. For water, I order Ong Quan milk tea topping with tapioca pearls, which is very normal. In my opinion, the price is 49k. On Tet 30, there is an additional 10k surcharge, mainly because I find there are many beautiful landscapes to take pictures of. .","{
    ""danh_sach_tu_tot"": ""easy to find, very spacious, very good for taking pictures, many beautiful landscapes"",
    ""danh_sach_tu_xau"": ""normal, surcharge""
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Linh Kona Life,5.0,2024-12-25,"Who needs a variety of places to take photos, both outdoor and portraits? Come to Ong Quan cafe This place has many beautiful shooting angles and beautiful shooting angles Reasonable water price Linh Kona likes to take photos here. She stops by every year at the end of the year and at the beginning of the year. This year there is an additional farm area for children to play with including sheep, rabbits, and goats. There are also many Christmas pages.","{
    ""danh_sach_tu_tot"": ""variety of places, beautiful shooting angles, reasonable water price, likes to take photos, additional farm area, children to play, Christmas pages"",
    ""danh_sach_tu_xau"": """"
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Yung Yung,5.0,2024-11-25,"I have a small child, I came to the shop because there are farms for goats, rabbits, etc. because there are few cf farm models near the center, the shop is the closest to me. My baby really enjoys feeding the goats, but there are too few herbs and vegetables for him to hold ^^ The first time I went, I had a good impression of the staff. There are many places to take real virtual photos. I only drink milk coffee, so I don't know about other things. The water is really not good in my opinion, so please fix it if possible Wishing the shop good luck selling well. Will continue to support","{
    ""danh_sach_tu_tot"": ""good impression, enjoys feeding, many places to take real virtual photos, good luck selling well, continue to support"",
    ""danh_sach_tu_xau"": ""too few herbs and vegetables, water is really not good""
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Lê Ni,5.0,2025-01-25,"The shop is large and has many beautiful places to take photos and also rents ao dai clothes, but there are quite a few models.. Well, there is a tall and thin employee named Khiem who is very enthusiastic and always sees that I can't take pictures, so he takes pictures for me. It's too much for my friend 🤣 10 points kkk","{
    ""danh_sach_tu_tot"": ""large, beautiful, enthusiastic, takes pictures, 10 points"",
    ""danh_sach_tu_xau"": ""few models"",
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Hoang Nguyen,5.0,2025-04-04,The shop is beautifully designed with many cool trees around. Reasonable price.,"{
    ""danh_sach_tu_tot"": ""beautifully designed, cool, reasonable price"",
    ""danh_sach_tu_xau"": """"
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Xuyen Ngo,5.0,2024-09-25,"The shop has too many photo corners, like a movie studio, drinks are under 50k, you can take photos as you like, you can ask the staff to take photos for customers, the staff is very enthusiastic, the drinks are delicious and fresh. The shop changes its concept according to the season, so you won't get bored of going again and again!! There are many types of trees and flowers that I really like. Vote 10 points!🫶🫶🫶","{
    ""danh_sach_tu_tot"": ""photo corners, movie studio, drinks under 50k, take photos as you like, enthusiastic staff, delicious drinks, fresh drinks, changes concept according to the season, won't get bored, many types of trees and flowers, 10 points"",
    ""danh_sach_tu_xau"": """"
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Thanh Ngân,5.0,2025-01-25,"This is my favorite shop after spending a lot of time experiencing almost every other coffee shop in Can Tho within 3 years. - delicious water - beautiful view, spacious, cool - A lot of polishing each scene to take photos for guests. Anyone who likes to take photos and relax is the right place to come here. - The staff is cheerful, humorous, enthusiastic, thoughtful, professional and more well-trained than other coffee shops. ***** In my opinion, I always put service and delicious drinks first when choosing whether to visit next time or not, and Mr. Quan has given me a truly wonderful and complete experience.** *I regret not stopping by sooner to experience more! Those who haven't visited Ong Quan should try it, because I'm a picky customer but I still like OQ very much, have sympathy and will visit many more times.","{
    ""danh_sach_tu_tot"": ""favorite, delicious, beautiful view, spacious, cool, cheerful, humorous, enthusiastic, thoughtful, professional, wonderful, complete, like, sympathy"",
    ""danh_sach_tu_xau"": """"
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Hung La,5.0,2025-03-25,"The restaurant has many beautiful views, delicious drinks, and the staff are very polite, enthusiastic, and cheerful","{
    ""danh_sach_tu_tot"": ""beautiful views, delicious drinks, very polite, enthusiastic, cheerful"",
    ""danh_sach_tu_xau"": """"
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Những Người Thích Ăn Food Lovers,3.0,2024-09-25,"I often go to other shops to order hot tea to drink. I've had chrysanthemum tea at many shops, but unfortunately Mr. Quan's place is the worst tea place I've ever gone to drink. There is no such thing as fragrant tea or chrysanthemum. 1, you should change the tea, 2, you should try it, it's like drinking boiled filtered water. The shop has a very large space, you can freely take photos to check in, that's all I can see.","{
    ""danh_sach_tu_tot"": ""large space, freely take photos"",
    ""danh_sach_tu_xau"": ""worst tea place, no fragrant tea, like drinking boiled filtered water"",
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Thảo Nguyễn,5.0,2024-08-25,"The water is delicious, there are many beautiful views, suitable for taking virtual photos😍. There are a lot of places but I only took a few photos, so if you come and experience them, you will get many beautiful pictures 🥰. The shop is extremely spacious, with many angles for taking photos.","{
    ""danh_sach_tu_tot"": ""delicious, beautiful views, suitable for taking virtual photos, many beautiful pictures, extremely spacious, many angles for taking photos"",
    ""danh_sach_tu_xau"": """"
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Giang Binh,5.0,2025-01-25,"I went during Tet, this restaurant charged both the Tet fee and the food fee. The day I went they didn't charge the Tet fee but there was still a Tet price list on the counter 😂😂😂😂 The drinks seem normal, the view is ok and beautiful. It looks like it was around Christmas time, I went many times  Note: came back in January 2025 and saw an update with quite beautiful Tet scenes","{
    ""danh_sach_tu_tot"": ""beautiful, ok, normal, quite beautiful"",
    ""danh_sach_tu_xau"": ""charged, fee, price list"",
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Anh Nguyên,5.0,2024-09-25,"The shop is very beautiful, there are many angles for taking photos, as long as the photographer has the heart to hold up their phone, they will have beautiful pictures. I went at noon and it was a bit sunny, so I couldn't take all the photos. Below are some specific photos I took. Very nice, the shop often changes the theme according to the season for customers, very flexible, in general, 10 points without any but 🌟🌟","{
    ""danh_sach_tu_tot"": ""beautiful, many angles, beautiful pictures, very nice, often changes the theme, very flexible, 10 points"",
    ""danh_sach_tu_xau"": ""a bit sunny""
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Vn Adam,5.0,2024-09-25,"The space is so great, many beautiful views and chill vibe of Da Lat. I went at night so I didn't see any sheep. My table is prepared with mosquito coils. 10d Drinks are ok, not great. You should visit everyone. The entrance is a bit small but the entrance is super super wide. It's okay to park eight hundred cars","{
    ""danh_sach_tu_tot"": ""great, beautiful views, chill vibe, ok, super super wide"",
    ""danh_sach_tu_xau"": ""small"",
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Duy Nguyễn,3.0,2025-02-25,"The shop has many angles for taking photos As for drinks, it depends on each person's taste","{
    ""danh_sach_tu_tot"": ""many angles for taking photos"",
    ""danh_sach_tu_xau"": """"
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",FOOD SENGI,5.0,2024-08-25,"The cafe has many good views in Can Tho Drinks are also okela. There are so many virtual living corners that I'm too lazy to take pictures of, it's too wide.  📍ONG QUAN COFFEE SHOP 701 78 D. April 30, Hung Loi, Ninh Kieu, Can Tho https://maps.app.goo.gl/yDKuhZ3fFuPe7ZdD7?g_st=com.google.maps.preview.copy","{
    ""danh_sach_tu_tot"": ""good views, okela, virtual living corners, too wide"",
    ""danh_sach_tu_xau"": """"
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Cherry Lee,3.0,2024-04-25,"If you don't know the way in, you'll be very confused. Go straight into the alley, run to the end of the alley, you will see two large bushes looking straight at the river, just run straight towards the river, go through the bushes and look on the right side to reach the shop. The parking lot is perfect. At first I was a bit worried because I didn't see a parking attendant. Later, I saw a male friend sitting, but customers should lead the car themselves. The parking lot is spacious so driving is not too difficult, but if you enter a coffee shop without being asked if you can drive, points will be deducted. Virtual living angles are nothing to discuss, almost all angles can be photographed in Da Lat style. The shop has a lot of space, I think each space creates a unique feeling. Actually, even though I'm a fan of the air-conditioned coffee system, I really like it here. The shop is well lit so you don't have to worry about not being able to take pictures at night. There is a seat indoors, upstairs in the right corner. I think sitting there is ok for 2 or 3 people, but there is no barrier so it will be a bit dangerous and not suitable for guests afraid of heights. The stairs upstairs are a bit steep and small, so you can go up there to play but be careful, especially if you wear tall sandals or large cross sandals like me. I think the price for drinks is reasonable for the space and quality. The staff are lovely and have a pot of tea for you.","{
    ""danh_sach_tu_tot"": ""perfect, spacious, unique feeling, well lit, reasonable, lovely"",
    ""danh_sach_tu_xau"": ""confused, worried, dangerous, steep, small""
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Dao Nguyễn thi,5.0,2024-10-25,"The first time I went to this restaurant, I saw that the restaurant was so luxurious that I was afraid that people would despise me =)) Who would have thought that the service staff would be so enthusiastic, delicious drinks, many virtual living corners, it's always great, so try it","{
    ""danh_sach_tu_tot"": ""luxurious, enthusiastic, delicious, great"",
    ""danh_sach_tu_xau"": ""despise"",
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Tram Quach,4.0,2024-07-25,"The shop goes into a small alley at the end of 30/4 street, it's a bit difficult for cars to get in. At the end of the alley, the shop is big and spacious, designed in the style of Da Lat but in the hot sun of Can Tho. There are sheep and goat barns that the kids also like very much. I went during the summer during the week so it was absent. Drinking water is okay. There is a small air-conditioned area where makeup is not allowed, but the girls come in to display their normal makeup. Mainly virtual life ok. You should also try it once to see","{
    ""danh_sach_tu_tot"": ""big, spacious, designed, like, okay, try"",
    ""danh_sach_tu_xau"": ""difficult""
}",2025-04-25
Tiệm_cà_phê_Ông_Quan,"701 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/Ti%E1%BB%87m+c%C3%A0+ph%C3%AA+%C3%94ng+Quan/@10.0105985,105.7563492,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ea189dc01d:0xb360acae1cbdb4cb!8m2!3d10.0105985!4d105.7563492!16s%2Fg%2F11k48fl9wy?entry=ttu&g_ep=EgoyMDI1MDQyMi4wIKXMDSoASAFQAw%3D%3D",Thanh Tuyen Nguyen,5.0,2024-04-25,"The view shop has many places to check in. The entrance road is also a bit small, once inside you can park your car freely, the shop is still doing more work. There is a cute Alaskan dog, I find the view to be strange, there are some old cardboard panels, most of the furniture is wooden. Unique design. The price is also reasonable, there is a private dressing room. There is breakfast and plenty of drinking water here","{
    ""danh_sach_tu_tot"": ""good, cute, unique, reasonable, plenty"",
    ""danh_sach_tu_xau"": ""small, strange, old""
}",2025-04-25
