places,address,link,user,star,creat_date,comment,data_llm
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Vy Thảo,5.0,2025-04-12,There are staff who are very friendly with customers,
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Linh Phan,5.0,2025-01-12,"Open space, meeting groups to chat with friends is very convenient, open 24/7 so it's convenient to work from late at night until morning. The staff are very enthusiastic, especially those who work the night shift, they are very supportive and talk sweetly",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Vũ Trường Trần,5.0,2025-02-12,"The shop is spacious Cool space Cool and suitable for studying, working and chatting",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Hoang Loi,4.0,2025-04-06,The restaurant space is spacious and the water is relatively stable.,
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Poly Khô Gà (Càng Ăn Càng Mê Ly),5.0,2025-04-12,"The modern space serves well, but the Wifi network is often weak and not good",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Tung Trieu Phuoc,5.0,2025-01-12,"The staff are very cute. Knowing I needed a quiet space, I arranged and supported it for me. Deserves 5 stars 😁 …",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Anh Phương,4.0,2025-04-12,"Depending on the day or whatever, the air conditioner was adjusted twice by the staff but it was still hot",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Buongbinh03 Cobe,1.0,2025-03-22,Staff chases guests away (unprofessional),
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Thúy Kiều,5.0,2025-03-22,Attentive service staff,
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Anh Thư,5.0,2025-01-12,The staff is lovely and the restaurant has a beautiful space,
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",duyen duyen,1.0,2025-01-12,"Bad drink shop, unpleasant staff attitude",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Dung Choi,5.0,2025-01-12,"Cute shop, lovely staff",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Mix_ PéXoài,1.0,2025-01-12,"Wifi is weak, cannot run any website",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Yến Kim,5.0,2025-03-22,"Delicious water, good service",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Ngoc Khanh,5.0,2025-03-22,"Large, quiet space, suitable for studying and working",
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Thanh Nguyên Nguyễn (Solomon),5.0,2025-04-12,It's okay but the price is a bit steep,
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Thanh Tao Đoàn,1.0,2025-04-12,bed room is too hot,
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",Đỗ Thị Hồng Huệ,5.0,2025-01-12,Cute hehe.,
Là_CAFE_Nguyễn_Văn_Linh,"29D Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/L%C3%A0+CAFE+Nguy%E1%BB%85n+V%C4%83n+Linh/@10.0247023,105.7598601,17z/data=!3m1!4b1!4m6!3m5!1s0x31a089ad08eecab1:0x4350258cf920d8d0!8m2!3d10.0247023!4d105.7598601!16s%2Fg%2F11lyv_jkh8?entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoASAFQAw%3D%3D",liên ngọc,1.0,2025-04-12,"Oder staff has a gloomy attitude and goes to drink water, thinking it's a joke asking for a drink, too bad. This is the first time I've met a restaurant, the staff is so bad 😱",
