places,address,link,user,star,creat_date,comment,data_llm,scraped_date
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",trúc phương,4.0,2025-01-25,"The price of water is quite high and a bit sweet, the space is temporary, some children throw stones into the lake and wet us all, so put up a ban sign 🙏🏻",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Abadfn Bbzatbm,5.0,2024-12-25,"When it's raining, it's crowded but the staff... doesn't guide customers to the table or just a place to stay in the rain. Customers have to wait until they get a seat, but they still wish they could. The shop needs to pay more attention to this part.",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",ZERDALI,5.0,2024-12-25,"I experienced it and found the restaurant to be ok, the atmosphere is airy and comfortable. I went on a rainy day so it was cool, but on a sunny day, I don't know. The restaurant is clean. When I went, the wait staff was ok and didn't see anything annoying. There are also quite a few corners for us to take pictures, the water is ok, I think the price is reasonable compared to the level in Can Tho, which is also normal. Everyone should come and experience it 💌💌",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",MR. QUANG,5.0,2024-12-25,"Coffee shop with beautiful scenery, delicious drinks, many scenes to check in and take Christmas photos",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Ng Ngoc Anh Minh,5.0,2025-04-11,Dth service will give you extra cakes,,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Anh Toàn mỹ Quách,5.0,2025-04-19,"Too much. Nice restaurant, cool room, beautiful view, no need to talk about it",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Gnile,5.0,2025-04-25,"The space is open, the water is ok, in Can Tho, there's nothing better than a restaurant with an open view + a quiet lunch",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Le Thinh,5.0,2025-03-25,"I went a few times and found the restaurant beautiful, everything was ok, prices were not as high as average like other restaurants, everyone should come and experience it.",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Lê Đức Thịnh,5.0,2025-03-25,"The restaurant is beautiful, the staff is cute, the price of drinks is ok, not too expensive, it's quite fun to go at night, it's very crowded, you should try and experience it.",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Tuyết Nhi Lê,5.0,2025-02-25,"Personally, I'm someone who often goes to Pham's coffee shop. Every time the service is quite good, especially today at the Pham branch in the forest, I met a staff member ordering water with a bad attitude. Even though we joked around with each other a few times when ordering, but it wasn't related to her, she still showed an unpleasant attitude (we still ordered drinks for her, very bth). The guy refused to give us the bill with an expression like she didn't like the customer. Only when another staff member reminded us that she was ordering water for the customer did he start to press the bill. I hope Pham's team will try to fix your attitude so that the staff can be friendly with customers to bring a better experience in the future.",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Hoang Oanh Nguyen,4.0,2024-12-25,Water is slightly below average Airy space,,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Trí Nguyễn minh,5.0,2024-12-25,"Delicious water and cool, comfortable atmosphere. Enthusiastic staff",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Linh Yến,5.0,2025-03-28,Everything is ok but the restaurant should remember to add soft cushions for customers to sit comfortably. Love you forever.,,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",An,2.0,2024-12-25,"The shop is beautiful, the water is bad, the shop doesn't know what to think, but after staying in the shop for several hours there is still a very unpleasant smell of coffee smoke. The staff's attitude is unpleasant when we sit for a long time even though we order more than a dozen glasses of water. Overall it's bad!",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Hải FB,4.0,2025-01-25,"The drinks are a bit too sweet, the space is spacious, many check-in corners, spacious parking lot, too many trees and a lot of mirrors, but the mirror is dirty and scratches - VND",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Long Cao956,5.0,2025-02-25,10 VND no but,,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Khang,1.0,2024-12-25,"The staff's attitude is too bad, they glance at the customers, our group of 11 people go from 8am to 2pm, I know our group stays for a long time but each person in my group buys 2 glasses of water with an average price of 34 to 39, we stay until 12pm and then we start. The first time you see an LGBT friend, don't look away, then look away. Last time our group went, we saw bth, but this time it was too bad.",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Tuyết Nga Lê Thị,1.0,2024-12-25,"Today I stopped by Pham3, my friend ordered and went to Pham3 and I was at Pham2. I also missed the order and before I could drink it, my friend told me it was Pham3. I just finished ordering and took the bich to Pham3 immediately and then went to Pham3. The guys asked me to order. I said my friend had ordered Pham3 and I said it was weird, but the person said I had to order more or else there would be a surcharge of 30k for Pham. Any Pham side's oder drink is the same as any other, as long as you don't buy a drink. Other places are fine, but why do you guys say that? I don't know if you're joking or serious, but in my opinion, I'm not happy or satisfied. And the room is cold, so I said why isn't it cold? Then you change the number of guests in and out. The door is closed so it's not cold. I don't understand. I drank at Pham1's house from the time it opened until the branch opened. All the staff were always happy and cute. As for Pham 3, I was disappointed in the way Pham3 staff talked. My friends and I will never visit Pham3 again. Thanks for listening.",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Kỳ Duyên,5.0,2025-03-25,"Good experience, the car keeper named Thuong is very gallant, can the owner give me his phone number?",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Trọng Trí,1.0,2025-04-11,Old guest drinks glasses are not cleaned. Tables and chairs are messy. Trash is still on the table.,,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Như Lê,5.0,2024-12-25,"The shop is beautiful, the staff is enthusiastic, cute, and super fun to talk to. I will come back again and again 🥰",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Ái Nhan,5.0,2025-03-25,"The restaurant's decor is beautiful, the staff is friendly, the price of drinks is average, everything is ok, will visit again",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Như Quỳnh nguyễn,4.0,2024-12-25,"The shop is okay. After the opening day, there wasn't much water to drink. The restaurant is crowded at night",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Hồng vy Nguyễn ngọc,5.0,2024-12-25,"The water is delicious + with enthusiastic staff, will come back many times",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Thi Anh,5.0,2025-01-25,Beautifully decorated space,,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Quỳnh Thúy,5.0,2024-12-25,"Great experience, enthusiastic staff, delicious hong water...",,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Đạt Huỳnh,5.0,2024-12-25,The shop is so beautiful and the staff is also enthusiastic,,2025-04-25
NHÀ_PHẠM_TRONG_RỪNG,"40/8 Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ","https://www.google.com/maps/place/NH%C3%80+PH%E1%BA%A0M+TRONG+R%E1%BB%AANG/@10.0273152,105.7471086,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0897fc3530207:0xbdc6317173b83336!8m2!3d10.0273152!4d105.7471086!16s%2Fg%2F11wr97mx93?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",Trí Minh,5.0,2025-03-25,There is a cute baby named Pi who makes delicious water for 10 VND,,2025-04-25
