places,address,link,user,star,creat_date,comment,data_llm
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Hảo Hảo Trầm,5.0,2025-03-17,"I had the opportunity to visit My Khanh tourist area and was really impressed with the cool green space, imbued with the Western river nature. Folk games such as digging ditches to catch fish or rowing canoes are not only fun but also bring interesting experiences about rural life. The cuisine here is also very rich, from garden fruits to specialties such as grilled snakehead fish or fish sauce hotpot. In particular, the tour guides are very friendly and enthusiastic, making the trip more intimate and memorable.","
{
    ""danh_sach_tu_tot"": ""impressed, cool, green, fun, interesting, rich, friendly, enthusiastic, intimate, memorable"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Thư Vũ,4.0,2025-04-07,"Here, the entrance ticket is 139k/1 person to visit, check in, and play games of all kinds, charged separately, the decor is beautiful, there are all kinds of games, I went this season without fruit, the space is large, airy, many places to rest, and the food is quite expensive, eating at the resort's restaurant, ordering fish hotpot does not include noodles, the plate of noodles is not enough for 1 person to eat, charged 20k🤣, 20k iced tea is not included in the bill, the staff externality. Have fun dog racing 🤩","
{
    ""danh_sach_tu_tot"": ""decor is beautiful, space is large, airy, many places to rest, Have fun"",
    ""danh_sach_tu_xau"": ""charged separately, quite expensive, does not include noodles, not enough for 1 person""
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Lê Thị Thiên Kim,5.0,2025-03-17,"Coming to My Khanh tourist village, you can experience many interesting and exciting games, visit and enjoy fruits directly at the garden.","
{
    ""danh_sach_tu_tot"": ""interesting, exciting"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",thuc hoang,4.0,2025-02-07,"I advise everyone to bring drinks + food, because the price is quite high (Don't bring beer, it's a 100k surcharge), the space is quiet, the scene is airy, although a bit rundown, especially the toilet, but if it's a place to visit and have fun, you should try it, I give it 7 dong","
{
    ""danh_sach_tu_tot"": ""quiet, airy, have fun"",
    ""danh_sach_tu_xau"": ""price is quite high, rundown, especially the toilet""
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Hoài Đào,5.0,2025-03-17,"There are many entertaining games here such as monkey bridge, pot smashing, and other very relaxing and fun physical games. There is also a fruit garden to experience that is worth a try. Everyone should experience My Khanh tourist area","
{
    ""danh_sach_tu_tot"": ""entertaining, relaxing, fun, worth a try"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Do Khuong Duy,5.0,2025-03-17,"If you haven't been there, you don't know My Khanh. Once you go, you'll know this place is very fun Last Sunday, I had an experience in MK with a group of friends, it was really fun. There are many entertainment areas for the group to experience, especially the inflatable slide game, it looks scary but it's fun to play. You should book your tickets online in advance so you don't have to wait long on the weekend 10 VND, worth the experience","
{
    ""danh_sach_tu_tot"": ""fun, fun, fun, worth the experience"",
    ""danh_sach_tu_xau"": ""scary, wait long""
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Phạm Diệu Ngà 19-07-03,5.0,2025-03-17,"Oh my gosh, I have to say that My Khanh Village is so fun and interesting, there are many games and great experiences, and the food is delicious. I will come again when I have the opportunity.","
{
    ""danh_sach_tu_tot"": ""fun, interesting, great, delicious"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Xuyen Ngo,5.0,2024-08-07,"The tourist village is very large, with many scenes to take pictures and many games to play. A suitable place for a cool weekend. Entrance ticket is 120k, keeping a 4-seat car is 10k, participating in the game must be purchased separately because the gate ticket does not include the game. There are monkey circuses and pig races at certain times every day. It's been a long time since the experience has been expanded and is more beautiful than before.","
{
    ""danh_sach_tu_tot"": ""very large, many scenes to take pictures, many games to play, suitable, cool, more beautiful"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Minh Dư Quang,5.0,2025-03-17,"Visit many beautiful places, the more people you go here, the more fun it will be, the better the team building will be","
{
    ""danh_sach_tu_tot"": ""beautiful, fun, better"",
    ""danh_sach_tu_xau"": """"
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Daisy 2633,5.0,2025-03-17,"Going with friends to play games here is super fun, it's great 👍 …","
{
    ""danh_sach_tu_tot"": ""super fun, great"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Richard Chau Nguyen,5.0,2024-09-07,"A miniature Western landscape in the heart of Can Tho, an interesting structure combining folk games, self-picked fruit orchards, fish catching, duck catching, canoeing, skateboarding, floating market models, and specialties. the West,... makes the tourist village attract many people to experience. Although the price is a bit high, it really provides a good overview for visitors","
{
    ""danh_sach_tu_tot"": ""interesting, attract many people, good"",
    ""danh_sach_tu_xau"": ""a bit high""
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Ngân Lê,5.0,2025-03-17,"The tourist area has many fruit gardens such as orange gardens, mango gardens, and grapefruit gardens. You can pick the fruit yourself and enjoy it right at the garden and I really like that 😍😍 …","
{
    ""danh_sach_tu_tot"": ""like"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Group Net,5.0,2025-03-17,"My Khanh Tourist Village is an interesting destination in Can Tho, featuring cool green space and diverse entertainment activities. I had the opportunity to experience and was really impressed with the fresh, relaxing atmosphere here. Activities such as visiting fruit gardens, boating on the river, or participating in folk games bring a feeling very close to the cultural identity of the West.","
{
    ""danh_sach_tu_tot"": ""interesting, cool, diverse, impressed, fresh, relaxing, close"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",PHAN PHUONG,5.0,2024-04-07,"My Khanh Tourist Village, a destination not to be missed when tourists set foot in the Mekong Delta for more than twenty years. With an area of more than 30 hectares, located on the peaceful Can Tho river of the land of four-season fruit gardens ""My Khanh - Phong Dien"" and only a twenty-minute drive from the city center, located between two markets. Cai Rang - Phong Dien is famous for river and water trade for many generations...  My Khanh Tourist Village is a resort - entertainment - culinary - ecotourism complex with all the characteristics of the Southern river region.","
{
    ""danh_sach_tu_tot"": ""peaceful, famous"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Brian Nguyen,3.0,2024-04-07,"The tourist area is very large and beautiful, serving many different folk games. If you go in large numbers, you can buy a combo ticket that combines sightseeing, playing games and eating, which is very reasonable. I went with very few people and only bought a 100k sightseeing ticket, which was a bit expensive. There is a tram service inside but it is not included in the ticket. The food court has many Southern dishes.","
{
    ""danh_sach_tu_tot"": ""beautiful, reasonable, many Southern dishes"",
    ""danh_sach_tu_xau"": ""a bit expensive""
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Dong Nguyen,5.0,2025-03-17,"Very interesting and fun, worth a try","
{
    ""danh_sach_tu_tot"": ""interesting, fun, worth a try"",
    ""danh_sach_tu_xau"": """"
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Đặng Thảo Phương,5.0,2024-04-07,Worth experiencing Entrance ticket: 99k/adult Going into My Khanh to use some other services will incur additional costs,"
{
    ""danh_sach_tu_tot"": ""Worth experiencing"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",瑞德王,3.0,2024-04-07,"Suitable for parents and children to come and play, local! If Taiwanese people don’t have too high expectations! You can go to the crocodile pool to see how scary there are quite a few of them! There are some self-funded projects for reference, as well as 18 levels of hell! There is a restaurant inside! There is also a very strange fantasy!","
{
    ""danh_sach_tu_tot"": ""Suitable, to come and play"",
    ""danh_sach_tu_xau"": ""scary, strange""
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Hồng Khanh Lê,5.0,2024-07-07,"You can visit the fruit garden and eat freely for only 50k. Go experience the thrilling game Rainbow Carpet, which is very stimulating.","
{
    ""danh_sach_tu_tot"": ""eat freely, thrilling, stimulating"",
    ""danh_sach_tu_xau"": null
}
"
Làng_du_lịch_Mỹ_Khánh_-_Cổng_3,"335 Đ. Nguyễn Văn Cừ, Mỹ Khánh, Phong Điền, Cần Thơ 94807","https://www.google.com/maps/place/L%C3%A0ng+du+l%E1%BB%8Bch+M%E1%BB%B9+Kh%C3%A1nh+-+C%E1%BB%95ng+3/@9.9907285,105.7042473,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0895771f6d223:0x1fb65103f41fb7c5!8m2!3d9.9907285!4d105.7042473!16s%2Fg%2F11tp4_dyh4?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",Nguyễn Hồng Tươi,5.0,2024-04-07,"Spacious tourist area with many attractive games and cute, enthusiastic staff Everyone should go with family because there are many interesting games and restaurants with many delicious rustic dishes. You should come here once to have interesting experiences with your family.","
{
    ""danh_sach_tu_tot"": ""Spacious, attractive, cute, enthusiastic, interesting, delicious, interesting experiences"",
    ""danh_sach_tu_xau"": null
}
"
