place: Bách hoá XANH - 2025-03-31
address: 148 Đ. Nguyễn Tri Phương, P, Ninh Kiều, Cần Thơ 700000
average stars: 4.3⭐
reviews:
		- Binh Tri Tran (4.0⭐, 2021-03-31): Nice mini market, all staffs here offer well service .
		- Cần Thơ Người (5.0⭐, 2022-03-31): Goods come in rich quantity and quality at reasonable prices
		- Quốc Nguyễn (4.0⭐, 2024-06-30): Temporarily okay.
		- Minh Thuận Đỗ (5.0⭐, 2024-09-30): Good
		- Lê Hồng Thanh (5.0⭐, 2022-03-31): Clean, green, fresh food.
		- Trungtam Nguyen (2.0⭐, 2022-03-31): Goods are not abundant
		- Phú Quí Nguyễn Lê (5.0⭐, 2021-03-31): Well done moon
		- NGHĨA NGUYỄN THÀNH (4.0⭐, 2021-03-31): Fresh food
		- Kim Nhã Nguyễn (5.0⭐, 2021-03-31): Cool and convenient
		- Mỹ Ngọc (MyGem) (5.0⭐, 2023-03-31): It's too great
		- Ngô Văn Toàn (5.0⭐, 2023-03-31): Early
		- Duy Giang (3.0⭐, 2022-03-31): Mini supermarket
		- KHOA NGUYEN DANG (5.0⭐, 2023-03-31): Professional
		- Hiếu Huỳnh (4.0⭐, 2021-03-31): Convenient
		- HOÀNG VŨ HỒ (Nhật Hoàng) (5.0⭐, 2023-03-31): Good
		- Thanh Thai Nguyen (5.0⭐, 2021-03-31): ❣️❣️❣️❣️❣️
		- The Vinh Phan (4.0⭐, 2021-03-31): 😘😘😘 …
		- Ds Thảnh (4.0⭐, 2021-03-31): 💝💝💝 …
		- Phát Thành (5.0⭐, 2021-03-31): 💖💖💖 …
		- Nguyễn Hoài Nam (5.0⭐, 2021-03-31): 🥰🥰🥰 …
		- Tài Thái (5.0⭐, 2021-03-31): 👍 😍 😚😊 …
		- Gia Lộc Huỳnh (5.0⭐, 2021-03-31): 😊😊😊 💝 …
		- hoai nguyen (5.0⭐, 2021-03-31): 💕💕💕 …
		- pham kimphuong (1.0⭐, 2021-03-31): What are you feeling dissatisfied about BachhoaXANH.com? You can share more here or you can email lienhe@gmail.com or visit https://www.bachhoaxanh.com/lien-he so that BachhoaXANH.com can improve its service better.
		- Nhu Y (4.0⭐, 2021-03-31): 💕 👍👍👍 😍 …
		- Hjền Mr. (5.0⭐, 2021-03-31): 💝💝💝💝 …
		- phong le hoai (5.0⭐, 2020-03-31): 💓 💕💗💕 …
		- Nhật Quang Nguyễn (4.0⭐, 2020-03-31): 😘😘😘 …

place: Siêu thị Bách hóa XANH 91/8B Đường 30/4 - 2025-03-31
address: 91/8B Hẻm 553, Hưng Lợi, Ninh Kiều, Cần Thơ
average stars: 3.7⭐
reviews:
		- Minh Thông Nguyễn (5.0⭐, 2023-03-31): Gg
		- Trung Khang Huynh (4.0⭐, 2023-03-31): Ok
		- Triết Tử (5.0⭐, 2024-09-30): experienced. like other bhx. many items to choose from
		- Nhi Nhỏ (4.0⭐, 2022-03-31): Cheerful and enthusiastic Lots of discounted items
		- Quốc Khánh Trần Nguyễn (1.0⭐, 2024-03-31): BHX chain serves customers very well. But why when I came here today, the staff's eyes, words and attitude towards customers were so strange.
		- M K2901 (1.0⭐, 2024-06-30): You should review the staff's attitude. At other branches, the staff doesn't have such a bad attitude. I went twice and was not satisfied.
		- Khang Hoàng (5.0⭐, 2025-03-31): Happy staff
		- Phu Si Lam (3.0⭐, 2024-03-31): A point of sale for general merchandise. Food
		- Đức Minh (5.0⭐, 2024-03-31): Good location, good prices, fresh meat and fish
		- Tariu (5.0⭐, 2024-03-31): Good service, friendly and enthusiastic staff
		- Lộc Đỗ thế (1.0⭐, 2022-03-31): Nem chua is still sold even though it's broken! Eating it is a real win
		- ĐĂNG KHOA LÊ HOÀNG (5.0⭐, 2023-03-31): Okay fine

place: Siêu thị Bách hóa XANH Mậu Thân - 2025-03-31
address: Đ. Mậu Thân, An Nghiệp, Ninh Kiều, Cần Thơ
average stars: 3.4⭐
reviews:
		- Lưu Huệ Hạnh (5.0⭐, 2023-03-31): Ok
		- Đăng Lưu (4.0⭐, 2023-03-31): Wide car park
		- Khoa Nguyễn Đăng (5.0⭐, 2023-03-31): Good services ( ╹▽╹ )
		- Diễm Trinh (5.0⭐, 2024-09-30): Friendly staff, okay food, okay quality, okay price.
		- Anhhao Xa (1.0⭐, 2025-03-31): The staff shows an attitude of disrespect to customers, acting like they don't want to sell during the season
		- Võ Phạm Phương Thùy (3.0⭐, 2025-03-31): Service quality will be better if the gentleness in communication does not only come from the customer.
		- Tấn Trần (1.0⭐, 2024-10-31): The staff has an unfriendly attitude towards customers. I didn't bring my phone to deduct points from the app, but when I read the phone number, the staff refused, while the staff at Binh Thuy bhx agreed.
		- Châu Toản (5.0⭐, 2025-01-31): Enthusiastic support staff, on-time delivery
		- Cong Hoang Thach (4.0⭐, 2025-01-31): Convenient when shopping
		- Truong Quoc (1.0⭐, 2024-03-31): The meat and fish salesperson was not enthusiastic... That girl was illiterate, she asked many times to show her mercy, and it was difficult to hear her...
		- Yuki Pham (2.0⭐, 2024-03-31): I went to BHX in my hometown of Tra On and the security was very good. There is only one parking lot, but when you enter, it will help you park your car neatly, and when you come back, you will take the car without needing to be reminded. As for the store in Mau Than, there are 2 security guards who come in and find a parking space and drive the car themselves. The security guard just sat and watched. Some days you don't even give the ticket.
		- Kim Ngan (5.0⭐, 2024-03-31): Enthusiastic staff. Reasonable prices with many incentive programs for customers
		- Trúc Thanh (1.0⭐, 2022-03-31): The service is really poor. Every day the manager comes home, he is as considerate as the employee's other personality. I didn't bother to answer when I asked him to chop the food, but when I asked him to chop the food, I was dressed in a pile. When I went in to ask to wash my hands, I threw the scissors away. :(( I don't understand, BHX served much better back then.
		- Hồng Nhi Nguyễn (3.0⭐, 2023-03-31): There are many goods, located right on the street, easy to find, reasonable prices, not many sales, some sales are few and most are short-term goods. Food bought and processed is ok. If you like my review, please go to my youtube channel to support me, thank you very much!!!!!
		- Sói Ken (1.0⭐, 2023-03-31): At around 8:30 p.m. on February 24, the male employee at the checkout counter had a very unpleasant attitude toward customers. Should reconsider.
		- Tư Lùn (4.0⭐, 2023-03-31): The staff pays based on their emotions and does not follow the order in which customers arrive at the counter. One female friend has a grumpy attitude when paying.
		- Duong Pham (4.0⭐, 2024-03-31): Clean, agile, but the staff's face is a bit taciturn
		- Khang Trần (5.0⭐, 2024-03-31): Fresh, quality products and enthusiastic staff
		- Anh (1.0⭐, 2024-03-31): Male cashier's attitude towards customers. Security guards bully customers, poor attitude
		- Tiến Anh (1.0⭐, 2023-03-31): The male cashier has a loud attitude when customers ask to pay by card
		- Bạch Lê (2.0⭐, 2023-03-31): There are not many goods, seafood and meat of all kinds are not fresh. Not an ideal place to shop!
		- Chí Hiếu Nguyễn (4.0⭐, 2024-03-31): Large parking lot, diverse goods, good service staff
		- thanh quoc (3.0⭐, 2023-03-31): Bhx should update the selling price on the website and in real time to be accurate.
		- Quang Trực Đỗ (3.0⭐, 2024-03-31): Food is not fresh, prices are a bit high
		- Lê Văn (5.0⭐, 2024-03-31): There is an employee named Lan who is very cute
		- ngon phan van (3.0⭐, 2023-03-31): Convenient location to stop by for shopping, enough goods and food to cook and drink
		- Trí Khái Võ (4.0⭐, 2022-03-31): The store is large but does not have much on display. Or there is a shortage of supplies. Service okay.
		- Bear ebony (1.0⭐, 2024-03-31): Every time the payment is wrong
		- Hoàng Nguyễn (4.0⭐, 2022-03-31): Goods are abundant, enough for needs. Fast service
		- Cẩm Hiền Võ Thị (4.0⭐, 2022-03-31): Spacious, airy, enthusiastic.
		- Nguyễn Hoàng Nhật Hào (5.0⭐, 2024-03-31): 5 stars for quality
		- Trần Gia Lâm (5.0⭐, 2023-03-31): Great
		- phatdat lapptop (4.0⭐, 2023-03-31): Few fresh products
		- Peter Tran (4.0⭐, 2024-03-31): Friendly & good price
		- vi thanh (5.0⭐, 2023-03-31): Good service
		- Johnny Phan (4.0⭐, 2024-03-31): Good

place: Siêu thị Bách hóa XANH 390A Trần Nam Phú - 2025-03-31
address: 390A Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ
average stars: 3.6⭐
reviews:
		- Trung ĐỖ (5.0⭐, 2024-12-31): Ok
		- NGUYỄN QUỐC TRỌNG (5.0⭐, 2022-03-31): Ok
		- Lắm Nguyễn Thanh (5.0⭐, 2023-03-31): OK
		- Mai Trúc Nguyễn (5.0⭐, 2024-03-31): Convenient, many items with many promotions every day. There is a point accumulation program and no longer paying 500d in sugar packets.
		- Trinh Ngụy (5.0⭐, 2024-11-30): This place has a cute and friendly driver, BHX often has discounts on food, and sells many things, quite convenient.
		- Hà Nhựt Anh 15-11-03 (1.0⭐, 2024-12-31): The staff has an attitude towards customers, says bad things, and even raises their phone to try to take a photo of the customer, what does that mean??
		- Mỹ Kim Phan Thị (1.0⭐, 2024-12-31): The meat is full of fat 🥱staff attitude 🥱 …
		- Thanh Trúc Nguyễn (3.0⭐, 2025-03-27): The security guard is a bit stiff :))
		- Nam Phú Trần (3.0⭐, 2024-03-31): 1. Strawberry Sting energy drink 330ml yellow & red listed price on shelf 6,500VNDD/bottle Charge 11,100VND and 11,400VND/bottle (on green department store website, it says 10,500 VND & 10,800 VND) 2. The price of 1 kilogram of Bien Hoa yellow cane sugar is listed on the shelf as 33,000 VND and charged at 38,000 VND (on the Bach Hoa Xanh website, it is listed as 36,000 VND).  Record the correct price on the shelf to gain customer trust.
		- Thanh Khánh Nguyễn (5.0⭐, 2024-07-31): The supermarket is full of goods, fresh fruits and vegetables, and friendly staff
		- DMH (1.0⭐, 2024-03-31): There is a security guard (sometimes wearing glasses) who has a less than friendly attitude when guests come and go. Hope BHX will consider and fix it.
		- VO THANH TUAN (1.0⭐, 2024-03-31): I often shop here because it's convenient. I intended to rate it 5 stars but deducted a star because the security service here does not serve guests (picking up guests, receiving vehicles, etc.). I feel like there is an uncle who seems to be taking the initiative, not proactively guiding guests to parking spaces, vouchers, and not being welcoming. Not as good as some other BHX locations. Or give change of 500 VND or 1000 VND to customers using a small type of road. If so, I will pay the chart with this type of road, is it okay? See basic services like elsewhere in the system. There are many goods and the prices are also suitable.
		- Mộng Le (1.0⭐, 2024-03-31): Cut the pork and put it in a box to sell with the gourd. Bringing it home and cooking it with smelly pork always makes me throw away the whole pot of soup 🙏 The pork in this store smells bad …
		- Minh Khang Hà (4.0⭐, 2024-03-31): I hope you can check carefully about the items that are on sale today. The tomatoes I bought today were bruised and sour.
		- Nguyễn Ngọc (1.0⭐, 2022-03-31): Is it crazy, repairs are done during the day, why do repairs at 1:00 a.m., are you planning on letting people around sleep or not?
		- Ngân Nguyễn (5.0⭐, 2024-08-31): Friendly staff
		- Nguyễn Lê Phong (4.0⭐, 2025-01-31): Fine
		- QUỐC SỸ TRƯƠNG CÔNG (5.0⭐, 2022-03-31): Convenient but poor fruit quality
		- Vinh Phạm (5.0⭐, 2024-06-30): Great as always
		- jag cn (3.0⭐, 2022-03-31): Return 500d in small pipe
		- dưa kho dua kho Nguyen (4.0⭐, 2022-03-31): Shopping place
		- Xuân Hiếu Lê (4.0⭐, 2021-03-31): It's pretty good, lots of stuff
		- Tran Ngoc Chau (4.0⭐, 2022-03-31): That's OK
		- Cao Hùng Dương (4.0⭐, 2022-03-31): Many items
		- nhi ngo (1.0⭐, 2022-03-31): Too expensive
		- Nguyen Dzenda (5.0⭐, 2022-03-31): Friendly staff
		- Trúc Thanh (5.0⭐, 2021-03-31): Cheap
		- Quốc Cường Nguyễn (5.0⭐, 2023-03-31): Spiritual experience
		- Anh Duy (4.0⭐, 2023-03-31): Too much
		- Tôn Tử Ngô (4.0⭐, 2021-03-31): Fine

place: Siêu thị Bách hóa XANH 110 Nguyễn Thị Minh Khai - 2025-03-31
address: 110 Nguyễn Thị Minh Khai, P, Ninh Kiều, Cần Thơ
average stars: 3.9⭐
reviews:
		- Sarah Lucasta (1.0⭐, 2025-03-31): It's very common to miscalculate the price of discounted products. Once, I won't mention it, but I bought the same item a few days apart and miscalculated it. Even though I was 10, thousands of miles away, I was forced to run down.
		- NT Đạt (5.0⭐, 2025-03-17): Enthusiastic security, friendly staff
		- minh shai8x (5.0⭐, 2022-03-31): Spacious parking lot, parking guards are happy to communicate. Dedicated service staff, cheerful and enthusiastic guidance and service. Many fresh agricultural products, fresh fish, many diverse cosmetic products to choose from, many attractive promotions,.... An attractive, fresh - delicious - cheap shopping choice for housewives.
		- Trương Đức Mạnh (1.0⭐, 2024-03-31): I took out a 7k bottle of water to pay and was charged 15k. I was confused and the staff said "you got 2 bottles, one in your pocket, right?". Actually, just now I put a bottle in my pocket with my hand in my wallet to check the money, then I took the bottle from that bag to pay, not taking 2 bottles or stealing. Without asking clearly the situation, the staff charged 15k. After I gave my bag to check, it wasn't there. At this point, I still didn't apologize at all? Do you have eyes to see when you put it in your pocket but don't see it when you bring it out? Contempt for customers, extremely bad attitude! Try buying a 7k bottle of water but being accused of stealing, do you feel frustrated?
		- World kent Kim (5.0⭐, 2025-03-17): affordable price
		- HuyCuong HuyCuong (5.0⭐, 2024-03-31): There are often buy 2 get 1 free promotions, so I often buy things here
		- Nguyễn Thành Lợi (1.0⭐, 2020-03-31): Management is incompetent. Just likes to scold employees when they are wrong. Why don't you gently guide the employee's mistakes? They will love their work more. The management's attitude should be reviewed. In order not to affect customers, it is uncomfortable to enter the store and hear the Manager scolding the staff like that. I hope the manager will review her attitude and adjust it. Customers buy products at BHX.
		- Quy Nguyen Thanh (3.0⭐, 2022-03-31): Convenience store, clearly listed prices, only the bill always includes an additional 500 VND..
		- Thao Pham (4.0⭐, 2021-03-31): Price is okay. Goods are relatively diverse. In the afternoon and evening, meat and fish of all kinds are 25% off, so there are quite a few customers
		- Hùng Lưu (5.0⭐, 2021-03-31): Service staff is ok, goods are rich and diverse. Spacious and airy parking space
		- Nhật Hạ (5.0⭐, 2023-03-31): The staff is a bit slow but the price is quite cheap
		- Trinh Nguyễn (3.0⭐, 2023-03-31): The staff are warm, thoughtful, and lovely.
		- Trungtam Nguyen (3.0⭐, 2023-03-31): Spacious, airy and enthusiastic staff
		- Tấn Giang Nguyễn (KI.A) (5.0⭐, 2023-03-31): Enough living utensils. Good service.
		- Hạ Nhật (5.0⭐, 2024-03-31): The staff here are very cheerful
		- Góc thư giãn Cuối tuần (5.0⭐, 2021-03-31): Many items have promotions
		- Lớp 5/4 Nguyễn Trần Phú Thịnh (3.0⭐, 2023-03-31): The department store sells all sorts of things.
		- Tiên Thủy (5.0⭐, 2024-03-31): Cheap
		- Trung Đinh Hoàng (3.0⭐, 2021-03-31): Go to the supermarket to buy things
		- Nguyễn Kiên (1.0⭐, 2021-03-31): Get rid of prestigious jobs
		- nhu nguyen (3.0⭐, 2023-03-31): Absence of service is not good
		- TRONG DINH HOANG (5.0⭐, 2022-03-31): Good service
		- Brian (5.0⭐, 2020-03-31): 👍 😍 😚😊 …
		- Nấm Đông Cô (4.0⭐, 2020-03-31): Pretty
		- Vinhhien Phung (5.0⭐, 2023-03-31): Enthusiasm
		- Hoàng Đoàn (5.0⭐, 2022-03-31): Yes
		- Duy Motor (4.0⭐, 2021-03-31): ♥️♥️♥️
		- vu nguyen anh (4.0⭐, 2020-03-31): 💓💓💓💓 💕 …

place: Siêu thị Bách hóa XANH - 2025-03-31
address: 6 Đ. Trần Hoàng Na, P, Ninh Kiều, Cần Thơ 700000
average stars: 4.1⭐
reviews:
		- TUẤN KHẢI LÊ (4.0⭐, 2024-08-31): Ok
		- Francois Wolff (4.0⭐, 2020-03-31): Amazing service, but little choice
		- TRUONG PHAT TRIEN (4.0⭐, 2020-03-31): Good.
		- Song Phu Sa tour (5.0⭐, 2022-03-31): Good
		- Dung Lâm (5.0⭐, 2020-03-31): Good
		- Hồng Thơ (1.0⭐, 2025-03-25): Irresponsible staff, green onions sold in bunches, took 2 or 3 stalks and charged for the bunch without telling the customer, few vegetables.
		- Đạt Lê (1.0⭐, 2025-03-10): At 9:00 a.m., when I bought a 60k order, I read the phone number for the staff to accumulate points, but there was no sign on the app. I didn't press the button to accumulate points, could I?
		- Tran Huu Phuoc (3.0⭐, 2020-03-31): Service expansion setup is quite ok, many options. Stable price
		- Trung Khang Huynh (5.0⭐, 2024-11-30): Enthusiastic staff, fully furnished, spacious
		- Nguyễn Phiệt 96 (5.0⭐, 2020-03-31): The difference between supermarkets and markets... I still have 5k left but I want to eat a hot fruit...I ran to the market and saw the fruit🍒 said can I sell it for 5k...the sister didn't say anything but went in, took a piece of paper, burned it, then walked around...saw it. So I went to the supermarket and saw this fruit🍒 so I took 2 fruits and weighed them to pay... suddenly everyone looked at them... what's wrong🤔🤔🤔
		- thiện đặng (1.0⭐, 2024-09-30): On September 8, I was standing in the rain when the security guard pointed a tree at my car and chased me away 🙂 …
		- Nhi Nhỏ (4.0⭐, 2022-03-31): A bit narrow compared to other places Have fun
		- thuyvuong doan (1.0⭐, 2023-03-31): I have shopped at this branch many times, but today's purchase was very bad. I bought two items but the staff gave me change twice. The first time it was a change, I reminded them but the staff did not ask. It's still not right to make a mistake and give me a refund. I will not shop at this branch again because of the staff's attitude. Last time, there was an employee who reminded the others to do their work, but yelled and raised their voice, making it very annoying for me to shop.
		- resources (4.0⭐, 2023-03-31): Very wonderful! There is a large parking lot and a variety of goods Large and crowded parking lot inside, diverse goods from consumer goods to food are all very delicious, prices are reasonable, fruits are also delicious, reasonable prices, diverse goods, promotions for loyal customers who often buy and have savings. points on the system, the service staff is attentive and cheerful
		- Xuân Nguyễn (5.0⭐, 2022-03-31): The staff is very enthusiastic, the store is clean, well stocked with products. If you can pay via the Momo app, it would be great. I hope my store will apply it soon.
		- 23 _ Huỳnh Ngọc Thảo Nhi (5.0⭐, 2022-03-31): The supermarket is very ok! The upper floor is comfortable 😇 diverse snack area 😍 cheap fresh food 👍 "friendly" staff attitude ♥️ also clean and airy 💯 won't disappoint everyone!!! …
		- Thai Van Luong (5.0⭐, 2022-03-31): Bach Xanh Supermarket is located on Tran Hoang Na Street, Hung Loi Ward, Ninh Kieu District, Can Tho City. At the supermarket, there are all essential items sold such as food, instant noodles, jars, pho, porridge, etc. Soy sauce, sugar, vinegar, pepper, onion, garlic, chili, vegetables and fruits such as cucumber, mustard greens, lettuce, pumpkin, squash, luffa, gourd, all kinds of meat and fish, etc. Serving the shopping needs of surrounding people.
		- Minh Quân (3.0⭐, 2021-03-31): Vegetables here during the afternoon rush hour are considered trash, tattered, a lot of vegetables are spoiled, and no one on the staff takes care of the freshness of the counter. The spinach leaves are rotten and damaged but are still left on the shelves for sale, and the raw sprouts are black. The security guard who keeps the car leaves the passengers free to park wherever they want, sitting and yawning.
		- Ngoc tina Pham (5.0⭐, 2022-03-31): Enthusiastic staff..good quality ok....billing has never been wrong by a thousand..noic general completely satisfied....bought 10 times, satisfied 9 and a half times.. Never had bhx 151 bare Hoang Na disappoints me ❤❤❤
		- Tran Thai Bao (5.0⭐, 2024-03-31): Mini supermarket, there are many items to choose from
		- Trương Công Hầu (5.0⭐, 2020-03-31): I often work late at night, so at Bach Hoa Xanh there is food that you just need to take home and prepare, but the price is also affordable.
		- Molet Shop (3.0⭐, 2020-03-31): The service staff is good, but when buying things that are about to enter the store, it's easy to buy damaged fruit
		- Triều Dương (2.0⭐, 2020-03-31): The staff is still unprofessional, canned beer, tomatoes, meat, fish, and raw vegetables are packed together in one plastic bag.
		- mo huynh (5.0⭐, 2023-03-31): Sells a lot of utensils and food, convenient and comfortable
		- My Truong (4.0⭐, 2020-03-31): There are not many goods, there are seafood, fish sauce...
		- Vi Phạm Tường (5.0⭐, 2021-03-31): The staff here are very friendly. Enthusiasm
		- Lowf (5.0⭐, 2021-03-31): Enthusiastic staff, free fish and meat processing, often with promotions
		- Đức Minh (5.0⭐, 2020-03-31): Diverse household appliances, milk sugar, fresh food,...
		- Phuocdat Bui (3.0⭐, 2020-03-31): There are also many ready-made items... It's beneficial for those who do pre-processing
		- minh minh (5.0⭐, 2023-03-31): Cute enthusiastic staff.  Fast
		- Mỹ Nguyễn Thị Hồng (4.0⭐, 2020-03-31): Enthusiastic service, fresh products, affordable
		- Trình Nguyễn (Decor) (4.0⭐, 2020-03-31): Good service!
		- Phúc Nguyễn Official (3.0⭐, 2022-03-31): Waited a bit, enthusiastic staff
		- Nguyễn Thành Lợi (5.0⭐, 2021-03-31): Cute assistant, nothing else important ❤❤❤😘😘😘😘 …
		- Tanlong Cao (3.0⭐, 2020-03-31): Convenient for daily shopping
		- Đức Minh Trần (5.0⭐, 2022-03-31): Enthusiastic staff.
		- Lê Nhân Mekong Delta (4.0⭐, 2021-03-31): Friendly, quality similar to other branches
		- Vũ Nguyễn (5.0⭐, 2021-03-31): Shopping place for housewives
		- Thuy Le (5.0⭐, 2021-03-31): Friendly. Enthusiastic staff
		- Thiện Võ Minh (5.0⭐, 2024-03-31): Many kilometers
		- Minh Trần (3.0⭐, 2020-03-31): New model serves well
		- Đỗ Vy Store (4.0⭐, 2021-03-31): very nice staff
		- hong tien nguyen (3.0⭐, 2022-03-31): Products are not rich enough
		- Quốc Hùng (5.0⭐, 2023-03-31): Very convenient
		- DTC max (4.0⭐, 2021-03-31): Convenient shopping.
		- kí sự đường phố (4.0⭐, 2020-03-31): Friendly staff
		- Huỳnh Xuân (5.0⭐, 2020-03-31): Millet
		- Nhật Trường (3.0⭐, 2022-03-31): Burning out during covid season
		- Phu Si Lam (5.0⭐, 2020-03-31): Service OK
		- Son Tran (5.0⭐, 2020-03-31): Good..
		- Hải Toàn Lê (4.0⭐, 2021-03-31): 💓💓💓💓💓 …
		- Linh Mỹ (5.0⭐, 2020-03-31): good service
		- Hùng Anh Lưu (5.0⭐, 2020-03-31): VIP
		- tien son (5.0⭐, 2020-03-31): Great!
		- Cần Thơ Điện Lạnh (Điện Lạnh DVT Cần Thơ) (1.0⭐, 2023-03-31): Good
		- Tôn Gia Bảo (5.0⭐, 2023-03-31): Good
		- Tien Ng (1.0⭐, 2025-03-27): Staff arbitrarily exchange customer's goods
		- 38 Phan Quốc Vinh (5.0⭐, 2021-03-31): 😍😍😍 …
		- Tứ Trương (5.0⭐, 2021-03-31): 💓💓💓 …
		- Tấn Phát Trang (2.0⭐, 2021-03-31): During your shopping experience at the store, did any problems arise that made you unsatisfied? BachhoaXANH.com looks forward to receiving your valuable comments in this comment and hopes that you will continue to support us in the future.
		- Trần Lợi (5.0⭐, 2021-03-31): 💕💗💕 …
		- Phuc Tran (4.0⭐, 2021-03-31): 👍👍👍 …
		- trongnhan Dang (3.0⭐, 2021-03-31): BachhoaXANH.com would like to thank you for your support during the past time. But I wonder if any problems have arisen that make you unsatisfied? If you have any comments, please email lienhe@bachhoaxanh.com so that BachhoaXANH can improve.
		- Khang Huỳnh Bảo (5.0⭐, 2021-03-31): 😘😘😘 …
		- Khoa Tran Dang (5.0⭐, 2021-03-31): 😍 …
		- Vdesign - Website Theo Yêu Cầu (4.0⭐, 2021-03-31): 😊😊😊 …
		- SON PHAM QUANG (kspqson) (5.0⭐, 2020-03-31): 💝💝 …
		- Nguyen Thang (5.0⭐, 2020-03-31): 💝💝💝💝💝 …
		- VƯƠNG HUỲNH (5.0⭐, 2020-03-31): 😚😚😚 …
		- Hải Trần (La Petit Marseillais) (5.0⭐, 2020-03-31): 💕💕💕 …
		- Ed Bews (5.0⭐, 2020-03-31): 💝💓💝💓 …
		- Cao Cuong Nguyen (5.0⭐, 2020-03-31): 😍😍😍 …
		- Khue Thuc (4.0⭐, 2020-03-31): 💕💕💕 …
		- Lê Huy (5.0⭐, 2020-03-31): 💓💓💓💓💓 …
		- Hoa Nguyen (5.0⭐, 2020-03-31): 😘😘😘 …
		- Thanh Sơn Triệu (5.0⭐, 2020-03-31): 😚😊 …
		- thịnh nguyễn (5.0⭐, 2020-03-31): 👍👍👍 …
		- Đăng Khoa Nguyễn (3.0⭐, 2020-03-31): During your shopping experience at the store, did any problems arise that made you unsatisfied? BachhoaXANH.com looks forward to receiving your valuable comments in this comment and hopes that you will continue to support us in the future.
		- Ryu Đặng (5.0⭐, 2020-03-31): 😘😘😘 …
		- thien nguyen tan (3.0⭐, 2020-03-31): Yes, BachhoaXANH.com would like to thank you for your continued trust and support, but I wonder if there is anything that makes you unsatisfied? Hope you can leave your feedback in this comment so that BachhoaXANH.com can have more valuable suggestions from you, thereby improving it.
		- Kiều Chi Nguyễn (4.0⭐, 2020-03-31): 😚😚😚 …
		- Trường Nguyễn (3.0⭐, 2020-03-31): Thank you for taking the time to experience BachhoaXANH.com. If there is a problem that makes you unhappy, please send your comments to the email address lienhe@bachhoaxanh.com so that BachhoaXANH.com can promptly fix it and fix it. more complete.
		- Huỳnh Như Lê (3.0⭐, 2020-03-31): Thank you for taking the time to experience BachhoaXANH.com. If there is a problem that makes you unhappy, please send your comments to the email address lienhe@bachhoaxanh.com so that BachhoaXANH.com can promptly fix it and fix it. more complete.
		- Ly Nguyen (5.0⭐, 2020-03-31): 💕💕💕 …
		- Hiep Phan (1.0⭐, 2020-03-31): Thank you for taking the time to experience BachhoaXANH.com. If during the shopping process something goes wrong that makes you unsatisfied, you can send feedback to the email address lienhe@bachhoxanh.com to BachhoaXANH.com. Please note and promptly fix it!
		- Thanh Trung Nguyen (4.0⭐, 2020-03-31): 💓💓💓💓💓 …
		- Hòa Võ Thái (4.0⭐, 2020-03-31): 💝💓💝💓 …
		- Trung Nguyen (5.0⭐, 2020-03-31): 👍👍👍 …
